nama;time;Ulasan;ket;Label
@IbuMuzdalifah;11 bulan yang lalu;MaSaKaN KeLoR SaYuR SuPer NiKMat & SanGaT MenYeHaTKan ..;bermanfaat;1
@linamohamed9964;9 bulan yang lalu;Asalamualaikum Doktr sya punya Hifertensi sya minum obt tiap hari boleh sesekali sya mkn syur daun kelor . mohon di jawab dok dn trimakasih.;bermanfaat;1
@RafAel-uq9ci;4 bulan yang lalu;Betul tetangga saya umur 90 th tiap pagi mengkomsi;bermanfaat;1
@uswatunhasanah-lh3ti;1 tahun yang lalu;Trim dan sy ud make;tidak bermanfaat;0
@antoniusngadiyana2207;1 tahun yang lalu;Apakah daun kelor boleh dikonsumsi penderita asam urat Pak Wirawan, terimakasih;tidak bermanfaat;0
@KalisaPutri-x9p;1 tahun yang lalu;As,, dok untuk anak2 baguskn dok ,, karena ank ku suka,, usianya 5thun,,;bermanfaat;1
@evierra9851;1 tahun yang lalu;Bapak klo penyakit epilepsi apa sebaiknya obat herbal ntk dimakan atau diminum tlg jawab ya bapak banyak terima kasih;bermanfaat;1
@AiPnd-df1ee;4 bulan yang lalu;"Salam kenal Dok. Daun kelor kalau di jus gmn cara nya
Makasih Dok";bermanfaat;1
@BayuUbahmindset;1 bulan yang lalu;Apalah makan daun kelor bisa untuk menambahkan tinggi badan;bermanfaat;1
@okecupid-fx2sf;7 bulan yang lalu;"Dok, mau tanya :
1. Efek + dan -daun kelor terhadap asam urat
2. Efek + dan - daun kelor terhadap ginjal
3. Teh atau rebusan daun kelor di konsumsi 1 hari berapa kali?

Mohon pencerahannnya";bermanfaat;1
@prithacherryl4401;1 tahun yang lalu;"Berapa takaran bubuk daun 
Kelor, berapa kali dlm sehari. Trima kasih atas infonya.";bermanfaat;1
@myindiyati1980;4 bulan yang lalu;Kuputar ber ulang 2 agar faham,karna aku mkonsumsi daun kelor,,;bermanfaat;1
@AiPnd-df1ee;4 bulan yang lalu;"Salam kenal Dok. Daun kelor kalau di jus gmn cara nya
Makasih Dok";bermanfaat;1
@BayuUbahmindset;1 bulan yang lalu;Apalah makan daun kelor bisa untuk menambahkan tinggi badan;bermanfaat;1
@okecupid-fx2sf;7 bulan yang lalu;"Dok, mau tanya :
1. Efek + dan -daun kelor terhadap asam urat
2. Efek + dan - daun kelor terhadap ginjal
3. Teh atau rebusan daun kelor di konsumsi 1 hari berapa kali?

Mohon pencerahannnya";bermanfaat;1
@prithacherryl4401;1 tahun yang lalu;"Berapa takaran bubuk daun 
Kelor, berapa kali dlm sehari. Trima kasih atas infonya.";bermanfaat;1
@myindiyati1980;4 bulan yang lalu;Kuputar ber ulang 2 agar faham,karna aku mkonsumsi daun kelor,,;bermanfaat;1
@davinronal6566;9 bulan yang lalu;Dok mau tanya tolong di jwb ngh...penderita diabet apa boleh msakan nya di ksh penyedap/ micin? Tlong di jwb ngh dok;tidak bermanfaat;0
@linaaja3030;6 bulan yang lalu;Mau tanya pak dokter,herbal apa yang baik untuk menjaga agar tidak terkena usus buntu?terima kasih atas balasannya;bermanfaat;1
@ristikantirupi3398;9 bulan yang lalu;Dok sy mau tanya.untuk hiper tensi mengomsomsi daun kolor apa bagus dok?trima ksh.;bermanfaat;1
@trisudewo9404;1 tahun yang lalu;Mohon ma'af, Alzheimer (baca: Alzhaimer), Psychiater und Neuropathologe, orang Jerman yg hidup dari tahun 1864 sampai tahun 1915 (baca Wikipedia), terimakasih, salam séhat ????;bermanfaat;1
@HalimahQowiyah-g5j;10 bulan yang lalu;"Slamat mlm pak daun kelor baik ga bwt orang penderita rendah darah. 
Mohon penjelasan pak";bermanfaat;1
@alakadarnya40;1 tahun yang lalu;Bagaimana bagi penderita lupus yg selalu mengkonsumsi obat kimia (resep dokter). Apakah mengkonsumsi daun kelor atau ekstraknya di perbolehkan Dok?;bermanfaat;1
@RayanYudistira;3 bulan yang lalu;Ok dok;;
@syaprildayunaivamuttaqin7847;1 tahun yang lalu;Mksih pak,, kko hbis operasi kelenjaar getah bening bleh konsumsi obat daun kelor g ??;tidak bermanfaat;0
@mahmudinmudin4659;1 tahun yang lalu;Pak Dokter.apa kah daun kelor ada epek samping nya bila air rebusan nya untuk menghilangkan lemak mata;tidak bermanfaat;0
@endangsulistyani8531;1 tahun yang lalu;Saya habis operasi  pengangkatan kelenjar teroit  minum obat seumur hidup pengganti kelenjar  bolehkah saya makan sayur daun kelor;tidak bermanfaat;0
@mufidahqosim5554;11 bulan yang lalu;"Slmt siang
Dr sya sedang mgkonsumsi  Amlodipin , boleh kah makan daun kelor ? Trmkasih";tidak bermanfaat;0
@paksubardi3684;1 tahun yang lalu;"Tanya pak untuk Tekanan darah tinggi berapa kali hrs minum rebutan daun kelor.ini
Tetap menum berapa gelas
Dan apa juga bisa untuk pengobatan prostak";tidak bermanfaat;0
@IsabelDeOrleans-yh6mj;1 tahun yang lalu;"Terima kasih pa
Ini mau tanya kalo orang dgn Hepatitis B bisa mengkomsumsi daun kelor ya,selama ini tdk minum obat
Terima kasih";bermanfaat;1
@rafijoean1613;1 tahun yang lalu;Good;tidak bermanfaat;0
@FelisianaSikuera;3 hari yang lalu;Dok kebetulan saya mau tanya , memang saya konsumsi daun kelor dari saya masih kecil, tapi Arong bilang pasang susuk jangan makan daun kelor apa itu benar tlg di bantu jawab;bermanfaat;1
@Ipungaja-px2wp;1 tahun yang lalu;Apakah.daun.kelor.dapat.menyembuh.kan.asam.urat.mohon.penjelasan.nya.pk.dokter.trmakasih.;bermanfaat;1
@ratnajunitamanalu5050;1 tahun yang lalu;"Tolong dokter dijelaskan seberapa banyak daun kelor nya dan cara nya mengonsumsi untuk penyakit darah tinggi.
Terimakasih.";bermanfaat;1
@MuhammadChoirul-ix3xz;5 hari yang lalu;Dokter saya  masak daun kelor  pake daun srereh sama bawang putih  itu ga papah dok;bermanfaat;1
@elisabetjedang7416;8 bulan yang lalu;Sy salah satu yg punya penyakit diabet dan sy mengonsumsi obat gula Metformin sy jga suka makan sayur daun kelor mohon saran;bermanfaat;1
@SistemKepegawaian;6 hari yang lalu;mohon petunjuknya dok, saya sekarang masih mengonsumsi obat tensi. saya tertarik untuk mencoba mengonsumsi teh daun kelor,kira2 berapa kali dalam sehari saya minum teh daun kelor ya dok..;bermanfaat;1
@marwatiadzkia9578;1 tahun yang lalu;Amin;tidak bermanfaat;0
@MusdiNaja-nd5rg;9 bulan yang lalu;Saya sering minum rutin penurun tensi ,apakah boleh ngonsunsi daun kelor Dokter ?;bermanfaat;1
@kartinitini1759;8 bulan yang lalu;Pak dokter boleh gak makan daun kelor karena punya penyakit ambiyen makasih pak harus  di jawab;bermanfaat;1
@Ipungaja-px2wp;1 tahun yang lalu;Apakah.daun.kelor.dapat.menyembuh.kan.asam.urat.mohon.penjelasan.nya.pk.dokter.trmakasih.;bermanfaat;1
@ratnajunitamanalu5050;1 tahun yang lalu;"Tolong dokter dijelaskan seberapa banyak daun kelor nya dan cara nya mengonsumsi untuk penyakit darah tinggi.
Terimakasih.";bermanfaat;1
@MuhammadChoirul-ix3xz;5 hari yang lalu;Dokter saya  masak daun kelor  pake daun srereh sama bawang putih  itu ga papah dok;bermanfaat;1
@elisabetjedang7416;8 bulan yang lalu;Sy salah satu yg punya penyakit diabet dan sy mengonsumsi obat gula Metformin sy jga suka makan sayur daun kelor mohon saran;bermanfaat;1
@SistemKepegawaian;6 hari yang lalu;mohon petunjuknya dok, saya sekarang masih mengonsumsi obat tensi. saya tertarik untuk mencoba mengonsumsi teh daun kelor,kira2 berapa kali dalam sehari saya minum teh daun kelor ya dok..;bermanfaat;1
@marwatiadzkia9578;1 tahun yang lalu;Amin;bermanfaat;1
@MusdiNaja-nd5rg;9 bulan yang lalu;Saya sering minum rutin penurun tensi ,apakah boleh ngonsunsi daun kelor Dokter ?;bermanfaat;1
@kartinitini1759;8 bulan yang lalu;Pak dokter boleh gak makan daun kelor karena punya penyakit ambiyen makasih pak harus  di jawab;bermanfaat;1
@anisaftrndly6492;4 bulan yang lalu;Apa bisa untuk mengobati Asma atau sesak nafas pak Dokter,mohon jawabanya makasih;bermanfaat;1
@sutatiksutatik7418;8 bulan yang lalu;Salam kenal pak dokter   jadi kalo masih mengkonsumsi obat rutin tidak disarankan makan sayur daun kelor ya dok;bermanfaat;1
@sutarnosutarno3790;1 tahun yang lalu;Saya adalah penderia Asma yang selalu minum obat asma apakah say bisa mengkonsumsi olahan daun kelor mhn bantuan jwabanya, salam seahat buat semuanya;bermanfaat;1
@ArfanArfan-cf8iv;1 bulan yang lalu;Saya mw nanya dok,kalau habis oprasi mata karna petrygium,,bisa konsumsi daun kelor sehari berapa gelas dok,trimakasih;bermanfaat;1
@bangsegleg811;1 tahun yang lalu;"Kalau lagi menjalani minum obat tbc, boleh engga minum herbal daun kelor dok.
Terimaksih";bermanfaat;1
@paksam78-tx5yx;1 tahun yang lalu;Trima kadih pak atas keterangannya tapi saya mau tanya pak kalau di makan di campur bentis boleh apa ndak pak;bermanfaat;1
@Sukarli99;1 tahun yang lalu;Pk dokter puya peyaket darah  tinggi mengkomsi daun tela dn pohong bolleh GK ya dok terimakasih.;bermanfaat;1
@supartinahsupartinah167;1 tahun yang lalu;Thank U;bermanfaat;1
@rafianisty2416;1 tahun yang lalu;pak dokter apakah bagus jika makan daun kelor setiap hari seperti lauk pada umumnya;tidak bermanfaat;0
@six200;5 bulan yang lalu;Kalo kita mengalami asal Lambung/maag baik ka tidak untuk di konsumsi daun kelor ini Dokter?;bermanfaat;1
@dopinpinto4266;1 tahun yang lalu;Hay dr;tidak bermanfaat;0
@yuliananassora5587;1 tahun yang lalu;Dr...disini sy mau bertanya, riwayat sy kena batu ginjal apa boleh konsumsi daun kelor,mhn jawabannya dr;tidak bermanfaat;0
@leninurmulyani9889;1 tahun yang lalu;"Pak saya pernah liat Vidio katanya daun kelor bagus untuk anak yg kurang gizi 

BB anak saya rendah usia2tahun dan sedang menjalani pengobatan TB paru 
Apakah aman memakan ekstra daun kelor 

Terimakasih dok";bermanfaat;1
@muhtadewie4539;8 bulan yang lalu;"Dok berarti untuk yang sakit jNtung,diabet,asam lambung
Apa tidak  boleh konsumsi daun kelor dok??
Kan juga ada obat obat kimia juga..
Klopun minum harus di jeda berapa jam setelah minum obat"" dari dokter

Makasih dok
Saya tunggu jawabNny";bermanfaat;1
@muslimahm352;5 bulan yang lalu;Tongcay apa ya dok tolong ksh tau trims;bermanfaat;1
@Narsi-zk6nn;1 tahun yang lalu;"Dokter,,,,saya dan suami  sudah lama konsumsi daun kelor saya buat teh, seminggu 2 sampai 4 kali minum, dan terbukti badan teresa Sehat,
Yang ingin kami tanyakan bagaimana Cara minum yang benar, seriap hari minum atau bagaimana, mohon penjelaannya";bermanfaat;1
@leninurmulyani9889;1 tahun yang lalu;"Pak saya pernah liat Vidio katanya daun kelor bagus untuk anak yg kurang gizi 

BB anak saya rendah usia2tahun dan sedang menjalani pengobatan TB paru 
Apakah aman memakan ekstra daun kelor 

Terimakasih dok";bermanfaat;1
@muhtadewie4539;8 bulan yang lalu;"Dok berarti untuk yang sakit jNtung,diabet,asam lambung
Apa tidak  boleh konsumsi daun kelor dok??
Kan juga ada obat obat kimia juga..
Klopun minum harus di jeda berapa jam setelah minum obat"" dari dokter

Makasih dok
Saya tunggu jawabNny";bermanfaat;1
@muslimahm352;5 bulan yang lalu;Tongcay apa ya dok tolong ksh tau trims;bermanfaat;1
@Narsi-zk6nn;1 tahun yang lalu;"Dokter,,,,saya dan suami  sudah lama konsumsi daun kelor saya buat teh, seminggu 2 sampai 4 kali minum, dan terbukti badan teresa Sehat,
Yang ingin kami tanyakan bagaimana Cara minum yang benar, seriap hari minum atau bagaimana, mohon penjelaannya";bermanfaat;1
@ristikantirupi3398;9 bulan yang lalu;Dok saat ini sy sedang perjalanan minum obat hiper tensi bagimana dok?setelah minum obt apa blh makan sayur daun kelor?;bermanfaat;1
@Nadlagigalau;1 bulan yang lalu;Boleh ga tiap hari makan sayur daun kelor ??;tidak bermanfaat;0
@rizawatibatik8666;7 bulan yang lalu;Okee Gaisss terimakasih ya Gaisss sampai jumpa lagi;tidak bermanfaat;0
@cutlisajuriza5170;4 bulan yang lalu;Saya penderita Anemia, kolesterol dan migrain. Apakah boleh konsumsi daun kelor.;tidak bermanfaat;0
@sitimuhibah2563;3 minggu yang lalu;Halo. Mau nanya ni. Apakah daunbkelor bisa dikonsumsi oleh penderita kekentalan darah? Thanks.;tidak bermanfaat;0
@Bansfamz;2 bulan yang lalu;Utk anak yg sdg konsumsi obat TB boleh dok? Ada interaksi obat kah dan bolehkan utk anak2? Atau ada batas usia..;tidak bermanfaat;0
@sansucil6612;1 tahun yang lalu;Dok bolehga untuk yang mempunyai penyakit asam lambung .terimakasihdok;bermanfaat;1
@amossrifai1206;1 tahun yang lalu;"Saya ingin bertanya dokter.. Umur ku 56 sering tensi ku 150.
Bagaimana caranya mengkonsumsi daun kelor.. 
Izin bertanya dokter";bermanfaat;1
@femifemi2446;1 tahun yang lalu;"Klu sdg konsumsi 
Obat Pil Kb tablet
Apa tdk blh mkn daun kelor  ???""
Mhn pnjlsnnya  Dr. ???";bermanfaat;1
@dededian4774;1 tahun yang lalu;"Assalamualaikum dok . Mohon maaf sebelumnya saya mau bertanya, apakah boleh mengkonsumsi daun kelor bagi orang yang sedang melakukan pengobatan TBC/TB paru?
Mohon jawabannya, terimakasih dok.";bermanfaat;1
@wulanekawindayani4627;1 tahun yang lalu;Dulu gue hidup di kampung tiap hari makan sayur kelor sama sambel doang..efek keluarga gue miskin;bermanfaat;1
@dankerzidan7704;5 hari yang lalu;apakah boleh mengkonsumsi daun kelor setiap hari dok?;bermanfaat;1
@ezapratama5075;1 tahun yang lalu;Salam dari ntb dr.lok sering pusing apa obatxa tolong di jawap..;tidak bermanfaat;0
@mikimiki7299;2 bulan yang lalu;Pagi,dokter saya mau tanya,bolehkah pagi hari saya konsumsi kelor dalam bentuk kapsul 1 biji kalau di m'sia nama moringa,terus malam hari saya makan obat asam lambung ,anxiety,jeda 3 jam mau tidur baru obat kelosterol. TQ;bermanfaat;1
@renihadiyani7147;1 tahun yang lalu;Maaf pak,saya penderita jantung rematik dan mengkonsumsi oba dari dokter ,,bagaimana cara menurunkan berat badan yang  aman,dan bolehkah mengkonsumsi daun kelor,,terima kasih,;bermanfaat;1
@leonelsoares7416;5 bulan yang lalu;Mat siang dok. Aku ingin tanya.apaka sakit jantung bisa konsumsi daun kelor pak;bermanfaat;1
@prawira4740;1 tahun yang lalu;Yth pak wirawan, saat ini banyak pasien yg melakukan cuci darah, sebenarnya apa manfaatnya cuci darah, dan apa sebabnya seorang pasien harus cuci darah ?  PD umumnya pasien yg melakukan cuci darah tak lama lagi meninggal dunia.;bermanfaat;1
@mbahopek264;9 bulan yang lalu;Assalamualaikum maaf sebelumnya saya mau tanya untuk aturan mengkonsumsi daun kelor satu hari sekali satu gelas 200ml gimana terimaksih semoga bermanfaat bagi kesehatan dan kita semua;bermanfaat;1
@ShelySherly;1 tahun yang lalu;Dr bagaimah,Takaran nya bagi orang yg masih Pemulah mengkomsumsih nya seminggu berpa x dn berpa tangkai untk membuat nya  Terimah kasih DR TYM.;bermanfaat;1
@sudarno8705;7 bulan yang lalu;Maaf Dok mau tanya kalau daun kelor itu dikomsumsi mentah boleh apa enggak ya? Terus berapa tangkai kira2 boleh dikonsumsinya  terimakasih .;bermanfaat;1
@SemiYati-yg2om;3 bulan yang lalu;Saya minum daun kelor 1 minggu 1x;bermanfaat;1
@sutarnosutarno3790;1 tahun yang lalu;Selamat malam dokter, saya sering minum obat asma, obat mag karena perut sering kembung. Bolehkah saya mengkonsumsi sayur daun kelor? Mhn petunjuk;bermanfaat;1
@arisandykapratama1437;3 bulan yang lalu;Menurut saya koruptor lebih berbahaya dari tanaman kratom;tidak bermanfaat;0
@hideousnorton;3 bulan yang lalu;Kalo berbahaya kok gak ada kejadian luar biasa di Kalimantan yg notabene sudah biasa mengkonsumsi selama bertahun-tahun. Jangan-jangan Perusahaan Farmasi nya aja yg takut Paracetamol, Ibuprofen, Mefenamat, tramadol, cataflam, dll jadi gak laku kalo orang punya tanaman ini.;tidak bermanfaat;0
@dhanumurti9094;3 bulan yang lalu;Lebih berbahaya minuman energi tapi gk pernah dibahas. Kratom bikin emosi reda..;tidak bermanfaat;0
@aldhokoseto4567;3 bulan yang lalu;"Kalau ini benar-benar lebih bahaya dari Morfin
Kenapa pemakainya nggak pernah ada masalah??? 
Atau hanya "" BEREBUT BISNIS""   saja?";tidak bermanfaat;0
@SiswoadiKuncoro;3 bulan yang lalu;Biasanya kalo cuan besar, masyarakat di takuti oleh efek-efek yg berbahaya.;tidak bermanfaat;0
@purbasadhi5995;3 bulan yang lalu;Keratom bakal menjadi pesaing berat dalam industri farmasi yang memproduksi zat-zat aktif yang bersifat analgesik.;tidak bermanfaat;0
@mbahklontangofficial4554;3 bulan yang lalu;Gara2 big farmasi semua yg bagus di informasikan buruk;tidak bermanfaat;0
@windahera-r7z;3 bulan yang lalu;Ini semua perang dagang FARMASI × HERBALIS...... apabila herbal lebih diminati maka suatu kepentingan dari sebuah golongan akan terhambat dan bisnis pun akan  tidak lancar pada mestinya....;tidak bermanfaat;0
@loading...6594;3 bulan yang lalu (diedit);"Penjelasan manfaat dan efek samping tidak sesuai dgn faktanya.. coba tanya yg sudah memakainya apakah pernah mengalami, halusinasi dan depresi sperti yg di jelaskan dlm video ini...
klo konsumsi kebanyakan efeknya terparah cuma mual saja dan kepala senut senut tidak sampai berhalusinasi apa lagi depresi.. justru manfaatnya itu menambah fokus, menyegarkan tubuh, lebih rileks, dll cocok untuk pekerja keras..";tidak bermanfaat;0
@setopamungkas2343;3 bulan yang lalu;Dimalaysia saya sering minum, agak pusing kl minum tapi di satmina ok gak mudah lelah.disana namane air ketum;tidak bermanfaat;0
@nasrongl6588;3 bulan yang lalu;yang bahaya adalah pejabat korup;tidak bermanfaat;0
@ahmadnurulbadri6831;3 bulan yang lalu;"Nah kata kuncinya, adalah penyalah gunaan.
Bagi manusia² aneh apa sj bisa dijadikan perusak mental, jiwa, pikiran, dan tentunya tubuh. 
Lem yg dihisap, obat²an generik yg sengaja dikonsumsi jauh melebihi ketentuan, adalah contoh penyalah gunaan.";tidak bermanfaat;0
@nabilaNisaum;12 hari yang lalu;MESKIPUN DAUN PEPAYA BILA BERLEBIHAN JUGA BERBAHAYA;bermanfaat;1
@JackSon-mn6ml;3 bulan yang lalu;Saya konsumsi tiap hari ga ada masalah .. malah gula darah saya menurun, diabetes sama tensi darah tinggi Alhamdulillah sembuh;tidak bermanfaat;0
@adisandik2352;3 bulan yang lalu;"Kopi juga bikin candu,.
Efek samping yg harus dihawatirkan misal:  merusak ginjal, memicu kanker..";tidak bermanfaat;0
@banaradi7365;3 bulan yang lalu;Tanaman nya di kalimantan informasi yang terdampak orang-orang di amerika, kekayaan alam Indonesia luar biasa jangan sampai terkena daya tipu, tipu daya;tidak bermanfaat;0
@KepalaCangkul;3 bulan yang lalu;Mungkin pengusaha obat sakit kepala (tramadol ) akan bangkrut, kalau kratom sudah membudaya.;tidak bermanfaat;0
@kariyantogusti5007;3 bulan yang lalu;Tanaman ini tumbuh subur di Kalimantan tumbuh sendiri kayunya sering dibikin kayu bakar;tidak bermanfaat;0
@matadewa2470;3 bulan yang lalu;Gula adalah pembunuh yg berbahaya....;tidak bermanfaat;0
@lucyalfire;2 bulan yang lalu (diedit);"Berbahaya gimana? dari 2016 pakai kratom.... sehat sehat aja...asal dosisnya yang wajar.
Pagi minum air jeruk, pakai kratom 1/2 sendok
Siang 40 menit sebelum makan siang  minum air panas + 1/2 sendok
Sore,  3 jam setelah makan siang 1/2 sendok
Malam, 1/2sendok

Efeknya , setiap saya ke dokter umum si dokter bilang "" Eh mas kemana aja , sehat ya, terakhir ke sini 1 tahun lebih ya|
================
Masih lebih berbahaya minuman manis dalam kemasan, makanya banyak orang umur 20 tahun sudah kena diabetes";tidak bermanfaat;0
@Psyche_KC321;3 bulan yang lalu;Saya sampai hari ini masih mengkonsumsi tanaman ini. sesuai takaran setengah sendok teh sehabis kerja sore. Yah jika mengkonsumsi terlalu banyak, menyebabkan pusing, mual pokoknya ga enak lah;bermanfaat;1
@nabilaNisaum;12 hari yang lalu;TANAMAN APA AJA BILA BERLEBIHAN YA BERBAHAYA;tidak bermanfaat;0
@baadunn;3 bulan yang lalu;Inilah yang harus jadi pr..bangsa kita..soal pentingnya penelitian tentang zat pada smwa macam tumbuhan..;tidak bermanfaat;0
@AgustavSusenov-sn2fn;3 bulan yang lalu;Kratom tidak memiliki zat seperti narkoba;tidak bermanfaat;0
@artasulla2801;3 bulan yang lalu;Lebih bahaya judol drpads kratom;tidak bermanfaat;0
@viztara;2 bulan yang lalu;"Kratom ni untuk apa ya? saya iseng2 beli online. Rasany mirip teh hijau, abis minum ini pasti jdi ngantuk.
Gitu aja kah efeknya";tidak bermanfaat;0
@rmmbintang5135;3 bulan yang lalu;defense pabrik farmasi;tidak bermanfaat;0
@Marhamah998;3 bulan yang lalu;Di kalimantan selatan tepatnya di amuntai..ini namanya pohon sepat...byk tumbuh secara liar;tidak bermanfaat;0
@pick-upartist8268;3 bulan yang lalu;"segala sesuatu pasti ada manfaat dan mudaratnya.
yg tidak baik itu sesuatu yang berlebihan dan melampaui batas.
seperti judul berita ini.";tidak bermanfaat;0
@Ciykochanel16;4 minggu yang lalu;Semua tanam yang hidup di bumi lebih bahaya dari pada semua koruptor yg jadikan raja;tidak bermanfaat;0
@santoso5321;3 bulan yang lalu;Ayo rame2 nyoba tanaman Kratom sebentar lagi penjualan Kratom bisa JD booming !;tidak bermanfaat;0
@smookeycrew9680;3 bulan yang lalu (diedit);ketom is owsem...campur ubat batok pehhhh sedap guys...nyari yg urat daun merah...bila d rebus,,air pehhhh jos mumet tenan..d campur ubat batuk..peh nambah enakcargas;tidak bermanfaat;0
@resaadhitiana1219;1 bulan yang lalu;Alhamdulilah saya konsumsi udh hampir 7th,tidak ada efek samping yg berbahaya cuman emang bikin candu tp tidak seperti narkoba candunya,lebih banyak manfaatnya bagi tubuh saya jarang sakit,intinya kratom bukan narkoba;tidak bermanfaat;0
@winarkochanel5474;8 hari yang lalu;Mencoba untuk menjegal mengubah pola pikir rakyat sama kayak gempa megatrans, ini potensi yg luar biasa yg d coba untuk d jatuhkan ujung2nya lari ke industrialisasi kayak morfin orang kaya mafia lg yg untung banyak. Sistem yg membagongkan, tinggal mengatur regulasinya selesai kok d buat repot.;tidak bermanfaat;0
@yayukkwb7102;1 bulan yang lalu;D sawah ku banyak daun seperti kratom persis..;tidak bermanfaat;0
@Anonymous92682;2 bulan yang lalu;Di tempat kami di Kalimantan Timur dibiarkan tumbuh liar dan g ada yang konsumsi... Kecuali untuk obat herbal.. pernah konsumsi dibuat teh saat pusing,  rasanya biasa saja g ada efek halusinasi dan hasilnya bagus;tidak bermanfaat;0
@nature00045;3 bulan yang lalu;bentar lagi status rokok jadi narkotika, gak rokok pusing.., kebanyakan rokok pusing. Tapi Gula tidak dimaskukan dalam zat paling membunuh karena penyalah gunaan. Jika semua dianggap buruk karena over dose or less dose.;tidak bermanfaat;0
@viztara;2 bulan yang lalu;"Kratom ni untuk apa ya? saya iseng2 beli online. Rasany mirip teh hijau, abis minum ini pasti jdi ngantuk.
Gitu aja kah efeknya";tidak bermanfaat;0
@rmmbintang5135;3 bulan yang lalu;defense pabrik farmasi;tidak bermanfaat;0
@Marhamah998;3 bulan yang lalu;Di kalimantan selatan tepatnya di amuntai..ini namanya pohon sepat...byk tumbuh secara liar;tidak bermanfaat;0
@pick-upartist8268;3 bulan yang lalu;"segala sesuatu pasti ada manfaat dan mudaratnya.
yg tidak baik itu sesuatu yang berlebihan dan melampaui batas.
seperti judul berita ini.";bermanfaat;1
@Ciykochanel16;4 minggu yang lalu;Semua tanam yang hidup di bumi lebih bahaya dari pada semua koruptor yg jadikan raja;tidak bermanfaat;0
@santoso5321;3 bulan yang lalu;Ayo rame2 nyoba tanaman Kratom sebentar lagi penjualan Kratom bisa JD booming !;tidak bermanfaat;0
@smookeycrew9680;3 bulan yang lalu (diedit);ketom is owsem...campur ubat batok pehhhh sedap guys...nyari yg urat daun merah...bila d rebus,,air pehhhh jos mumet tenan..d campur ubat batuk..peh nambah enakcargas;tidak bermanfaat;0
@resaadhitiana1219;1 bulan yang lalu;Alhamdulilah saya konsumsi udh hampir 7th,tidak ada efek samping yg berbahaya cuman emang bikin candu tp tidak seperti narkoba candunya,lebih banyak manfaatnya bagi tubuh saya jarang sakit,intinya kratom bukan narkoba;tidak bermanfaat;0
@winarkochanel5474;8 hari yang lalu;Mencoba untuk menjegal mengubah pola pikir rakyat sama kayak gempa megatrans, ini potensi yg luar biasa yg d coba untuk d jatuhkan ujung2nya lari ke industrialisasi kayak morfin orang kaya mafia lg yg untung banyak. Sistem yg membagongkan, tinggal mengatur regulasinya selesai kok d buat repot.;tidak bermanfaat;0
@yayukkwb7102;1 bulan yang lalu;D sawah ku banyak daun seperti kratom persis..;tidak bermanfaat;0
@Anonymous92682;2 bulan yang lalu;Di tempat kami di Kalimantan Timur dibiarkan tumbuh liar dan g ada yang konsumsi... Kecuali untuk obat herbal.. pernah konsumsi dibuat teh saat pusing,  rasanya biasa saja g ada efek halusinasi dan hasilnya bagus;tidak bermanfaat;0
@nature00045;3 bulan yang lalu;bentar lagi status rokok jadi narkotika, gak rokok pusing.., kebanyakan rokok pusing. Tapi Gula tidak dimaskukan dalam zat paling membunuh karena penyalah gunaan. Jika semua dianggap buruk karena over dose or less dose.;tidak bermanfaat;0
@hashimibrahim4360;3 bulan yang lalu;Bahaya minum ketom bumbu nya ubat batok lingkaran racun seranga gas berkobnat dan lain2nya kuat tenaga masa berkerja tetapi bila tidak meminum nya kerja yang kuat jadi tidak kuat badsn jadi lesu dan sakit2 pikiran tergangu kpd yang tegar meminum nya berhenti lah jika boleh jika tidak boleh teruskan lah se hinga akhir hayat sekian;tidak bermanfaat;0
@yangterpuji7727;3 bulan yang lalu;banyak tanaman seperti ini misalnya kayak kecubung ...;tidak bermanfaat;0
@SuwardiWardi-k3s;1 hari yang lalu;Di sini banyak di Kalbar  tebangin do buat bungkis tempe juga;tidak bermanfaat;0
@rezafantoni7135;1 bulan yang lalu;Semoga cepat legal..;tidak bermanfaat;0
@mixxxchannel;2 bulan yang lalu;Kata siapa bahaya temen saya kena diabetes udah parah, ku kasih teh herbal (kratom) alhamdulillah ber angsur angsur kesehatan nya membaik dan katanya badan jadi enteng;tidak bermanfaat;0
@riskoffi910;2 minggu yang lalu;Apakah dgn Makan nasi dalam dosis tinggi juga tidak berpotensi kena Penyakit.;tidak bermanfaat;0
@endrosaprian1761;3 bulan yang lalu (diedit);Bahaya gmn? Wong kratom itu sdh byk jurnal ilmiahnya dr universitas2 terkenal luar negeri terbukti byk manfaatnya utk medis, itu bnn juga ga jelas pakek penelitian dari mana, mending urusin itu tu yg mabok uang alias overdosis kecanduan korupsi di negeri ini.. itu yg meresahkan malah dipiara… mau heran tp bru inget ini konoha;tidak bermanfaat;0
@Salamun-p9h;3 bulan yang lalu;Gak lama ilang juga seperti era Gelombang cinta, Tokek, Bambu petuk, Porang, Dan Era Batu Akik;tidak bermanfaat;0
@akalwaras6354;3 bulan yang lalu;Jika penggunaan berlebihan memang berbahaya, contoh saja kopi yg mengandung kafein jika dikonsumsi berlebihan juga bahaya, intinya konsumsi sesuai dosis dan berbahaya jika digunakan berlebihan;tidak bermanfaat;0
@Yahya-y1n;3 bulan yang lalu;pohon kecubung juga lebih bahaya dari kratom;tidak bermanfaat;0
@saifuladliepon9220;3 bulan yang lalu;Ketum lebih baik dari kecubung yang hilang sifat warasnya;tidak bermanfaat;0
